SNo.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Master Work Category Name,Work Category Name,WORK TYPE as per new work creation Module,Work Type,Agency Name,Sanction Wages (Rs),Sanction Material (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY,No. Of Units,Is Exempted Ongoing Community Works(20) within GP,Is Secure,Is Convergence,Work Started Date,Work Physically/ Completed Date,Individual Beneficiary JCN
27012,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4856735,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132657327,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,05-03-2025,
27013,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/4786816,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132076233,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,05-10-2024,
27014,SATNA,UNCHAHARA,PONDEE,2024-2025,New,1712004060/AV/22012034661381,Shanti dham nirman kary dudahee gp pondee,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Culvert for Community,Constr of Culvert/cross drainage work for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,06-06-2024,
27015,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/4891040,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131587937,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,06-11-2024,
27016,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4859441,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132638753,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-02-2025,
27017,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4868650,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149268880,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4500,0,0,0,0,0,0,0,15,15,1,,NO,YES,07-02-2025,
27018,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/22012035300678,कपिल धारा कुप निर्माण कार्य मनीष कुशवाहा ग्राम पंचायत पोडीं,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,145078.23,184676.07,329935,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,07-03-2025,
27019,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/RC/22012034827451,PCC रोड निर्माण मुख्य मार्ग से रामलखन तिवारी के घर तक डूडहा,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,09-08-2024,
27020,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4860442,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149300178,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-01-2025,
27021,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4868283,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131420473,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-01-2025,
27022,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4868935,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148938196,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-01-2025,
27023,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4856249,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131012920,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-03-2025,
27024,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4866234,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131197683,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-03-2025,
27025,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4891023,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131432373,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-03-2025,
27026,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4855566,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132478329,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2025,
27027,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4856743,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132904585,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2025,
27028,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4860407,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP140590447,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2025,
27029,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4867790,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132675120,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2025,
27030,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5328883,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131230600,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27031,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5336359,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130932836,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27032,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5602308,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131057208,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27033,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5784493,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131058412,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27034,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5830709,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132005478,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27035,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5830717,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130791339,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27036,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5880843,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130763133,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27037,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/6008763,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP133024511,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-03-2025,
27038,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/WC/22012035215655,Gaiviyan nirman 3 ramsajiwan pushkar talab k upar dudahi,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Community Water Harvesting Ponds,Construction of Community Water Harvesting Ponds,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,18-06-2024,
27039,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/WC/22012035215660,Gaiviyan nirman gunjhuriya pahad k neeche dudahi,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Community Water Harvesting Ponds,Construction of Community Water Harvesting Ponds,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,18-06-2024,
27040,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/WC/22012035215665,Gaiviyan nirman sankhu kushwaha k khet k pas dudahi,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Community Water Harvesting Ponds,Construction of Community Water Harvesting Ponds,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,18-06-2024,
27041,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5880805,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132641973,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-11-2024,
27042,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/RC/22012034839007,पीसीसी रोड रामकुमार चौधरी के घर से सुखेन्द्र पाण्डेय के घर तक 110 मीटर ग्राम पंचायत पोडी,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,52000,4000,56000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,
27043,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/4849687,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131381367,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,23-09-2024,
27044,SATNA,UNCHAHARA,PONDEE,2024-2025,Approved,1712004060/IF/IAY/5548658,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131028045,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,27-03-2025,
27045,SATNA,UNCHAHARA,PONDEE,2024-2025,Ongoing,1712004060/IF/IAY/4785987,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131840847,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,30-01-2025,
27046,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/4681440,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131192139,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-04-2025,
27047,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5601093,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132036931,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,15,15,1,,NO,YES,01-11-2025,
27048,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5784324,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP136726487,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,7830,0,3915,0,3915,0,3915,0,45,45,1,,NO,YES,01-11-2025,
27049,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5829930,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131824887,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-11-2025,
27050,SATNA,UNCHAHARA,PONDEE,2025-2026,Approved,1712004060/IF/22012035660436,Ek Bagiya Ma Ke Naame Hitgrhi MOLIKA RAJAK SHG 118840597 Gram PODI,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,64542.54,104719.94,169444,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,02-10-2025,
27051,SATNA,UNCHAHARA,PONDEE,2025-2026,Approved,1712004060/IF/IAY/6006503,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132024304,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-02-2026,
27052,SATNA,UNCHAHARA,PONDEE,2025-2026,Approved,1712004060/IF/IAY/5601722,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130769805,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-04-2025,
27053,SATNA,UNCHAHARA,PONDEE,2025-2026,Approved,1712004060/IF/IAY/5637755,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132003818,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-04-2025,
27054,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5544920,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132305523,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,1305,0,0,0,0,0,0,0,5,5,1,,NO,YES,04-12-2025,
27055,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5544082,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP137171936,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,3915,0,3915,0,3915,0,15,15,1,,NO,YES,05-08-2025,
27056,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/4786733,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132029333,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27057,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5784150,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132440425,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27058,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5784235,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP132894902,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27059,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5829889,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131828003,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27060,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5829980,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130914015,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27061,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5830542,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131723528,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27062,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5830636,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP133033869,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27063,SATNA,UNCHAHARA,PONDEE,2025-2026,Ongoing,1712004060/IF/IAY/5830858,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131835795,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-10-2025,
27064,SATNA,UNCHAHARA,PONDEE,2025-2026,Approved,1712004060/IF/IAY/6244959,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP134779966,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,08-08-2025,
27065,SATNA,UNCHAHARA,PONDEE,2025-2026,New,1712004060/IF/22012035657660,EK BAGIYA MAA KE NAAM NIRMALA PANDEY W/O MANDHUSUDAN PANDEY DUDAHA PONDI,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,09-11-2025,
